"match.id","strat","t","i","p","l","u"
1539873090,"the.undercutter",2,1,0.49,0.5,0.36995
1539873090,"traveling.salesman",2,2,0.5,0,0.1225
1539873090,"the.undercutter",3,1,0.49,0.5,0.36995
1539873090,"traveling.salesman",3,2,0.5,0,0.1225
1539873090,"the.undercutter",4,1,0.49,0.5,0.36995
1539873090,"traveling.salesman",4,2,0.5,0,0.1225
1261305754,"the.undercutter",1,1,0.5,0.5,0.25
1261305754,"the.undercutter",1,2,0.5,0.5,0.25
1261305754,"the.undercutter",2,1,0.49,0.5,0.245
1261305754,"the.undercutter",2,2,0.49,0.5,0.245
1261305754,"the.undercutter",3,1,0.48,0.5,0.24
1261305754,"the.undercutter",3,2,0.48,0.5,0.24
1261305754,"the.undercutter",4,1,0.47,0.5,0.235
1261305754,"the.undercutter",4,2,0.47,0.5,0.235
2133001396,"traveling.salesman",1,1,0.5,0,0.125
2133001396,"traveling.salesman",1,2,0.5,0,0.125
2133001396,"traveling.salesman",2,1,0.5,0,0.125
2133001396,"traveling.salesman",2,2,0.5,0,0.125
504187498,"traveling.salesman",1,1,0.5,0,0.125
504187498,"the.undercutter",1,2,0.5,0.5,0.375
504187498,"traveling.salesman",2,1,0.5,0,0.1225
504187498,"the.undercutter",2,2,0.49,0.5,0.36995
472340567,"the.undercutter",1,1,0.5,0.5,0.375
472340567,"traveling.salesman",1,2,0.5,0,0.125
472340567,"the.undercutter",2,1,0.49,0.5,0.36995
472340567,"traveling.salesman",2,2,0.5,0,0.1225
1391361926,"the.undercutter",1,1,0.5,0.5,0.25
1391361926,"the.undercutter",1,2,0.5,0.5,0.25
1391361926,"the.undercutter",2,1,0.49,0.5,0.245
1391361926,"the.undercutter",2,2,0.49,0.5,0.245
588047494,"traveling.salesman",1,1,0.5,0,0.125
588047494,"traveling.salesman",1,2,0.5,0,0.125
588047494,"traveling.salesman",2,1,0.5,0,0.125
588047494,"traveling.salesman",2,2,0.5,0,0.125
1661370096,"traveling.salesman",1,1,0.5,0,0.125
1661370096,"the.undercutter",1,2,0.5,0.5,0.375
1661370096,"traveling.salesman",2,1,0.5,0,0.1225
1661370096,"the.undercutter",2,2,0.49,0.5,0.36995
1226289478,"the.undercutter",1,1,0.5,0.5,0.375
1226289478,"traveling.salesman",1,2,0.5,0,0.125
